FlSort,FlCde,Fleet,Flotte,Year/An,TFCde,TypeFishery,TypePêcherie,GrSort,GrCde,Gear,Engin,GrGroup,GrGroupe,GrMult,ClassLow,ClassHigh,ClassTypeCode,CLass type,noBoats_nBateaux,Fgrounds
43,"SYC    ",SEYCHELLES,SEYCHELLES,2017,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,3,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2017,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,4,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2017,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,6,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2017,IND,Industrial Fishing,Pêcheries industrielles,9,TRAW,Trawl,Chaluts,Other,Autres,0,4,20,LOA,Length overall,2,COASTAL
32,"MYS    ",MALAYSIA,MALAISIE,2017,ART,Artisanal Fishing,Pêcheries artisanales,9,TRAW,Trawl,Chaluts,Other,Autres,0,10,70,GRT,Gross Registered Tonnage,3072,COASTAL
49,"THA    ",THAILAND,THAÏLANDE,2017,ART,Artisanal Fishing,Pêcheries artisanales,9,TRAW,Trawl,Chaluts,Other,Autres,0,14,25,LOA,Length overall,707,COASTAL
1,"AUS    ",AUSTRALIA,AUSTRALIE,2017,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,4,20,LOA,Length overall,23,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2017,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,0,2,GRT,Gross Registered Tonnage,1820,COASTAL
32,"MYS    ",MALAYSIA,MALAISIE,2017,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,1,10,GRT,Gross Registered Tonnage,100,COASTAL
33,"MDV    ",MALDIVES,MALDIVES,2017,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,5,10,LOA,Length overall,9,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2017,ART,Artisanal Fishing,Pêcheries artisanales,6,TROL,Troll line,Ligne de traîne,Line,Lignes,0,10,15,LOA,Length overall,24,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2017,ART,Artisanal Fishing,Pêcheries artisanales,9,UNCL,Unclassified,Non classé,Other,Autres,1,1,8,LOA,Length overall,39641,"ALL    "
46,"LKA    ",SRI LANKA,SRI LANKA,2017,ART,Artisanal Fishing,Pêcheries artisanales,9,UNCL,Unclassified,Non classé,Other,Autres,1,8,9,LOA,Length overall,3053,"ALL    "
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,3,BB,Baitboat,Canne,Baitboat,Canne,0,24,40,LOA,Length overall,2,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,2018,ART,Artisanal Fishing,Pêcheries artisanales,3,BB,Baitboat,Canne,Baitboat,Canne,0,10,15,LOA,Length overall,358,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,2018,ART,Artisanal Fishing,Pêcheries artisanales,3,BB,Baitboat,Canne,Baitboat,Canne,0,24,40,LOA,Length overall,147,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,1,BS,Beach seine,Senne de plage,Other,Autres,0,0,10,LOA,Length overall,860,COASTAL
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,2,PELAGIC
14,"EUMYT  ",EU.FRANCE.MAYOTTE,UE.FRANCE.MAYOTTE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,0,15,LOA,Length overall,4,PELAGIC
15,"EUREU  ",EU.FRANCE.REUNION,UE.FRANCE.RÉUNION,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,19,PELAGIC
18,"EUPRT  ",EU.PORTUGAL,UE.PORTUGAL,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
18,"EUPRT  ",EU.PORTUGAL,UE.PORTUGAL,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,1,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,11,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,3,PELAGIC
20,GBR,UNITED KINGDOM,ROYAUME-UNI,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,1,PELAGIC
20,GBR,UNITED KINGDOM,ROYAUME-UNI,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,1,PELAGIC
28,"KEN    ",KENYA,KENYA,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
28,"KEN    ",KENYA,KENYA,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,40,60,LOA,Length overall,1,PELAGIC
31,"MDG    ",MADAGASCAR,MADAGASCAR,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,0,15,LOA,Length overall,3,PELAGIC
31,"MDG    ",MADAGASCAR,MADAGASCAR,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,2,PELAGIC
34,"MUS    ",MAURITIUS,MAURICE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,0,15,LOA,Length overall,5,PELAGIC
35,"MOZ    ",MOZAMBIQUE,MOZAMBIQUE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,2,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,10,15,LOA,Length overall,5,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,11,PELAGIC
44,"ZAF    ",SOUTH AFRICA,AFRIQUE DU SUD,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,15,24,LOA,Length overall,8,PELAGIC
44,"ZAF    ",SOUTH AFRICA,AFRIQUE DU SUD,2018,IND,Industrial Fishing,Pêcheries industrielles,5,ELL,Longline targeting swordfish,Palangre à espadon,Longline,Palangre,0,24,40,LOA,Length overall,12,PELAGIC
5,"CHN    ",CHINA,CHINE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,6,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,51,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,102,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,117,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,141,PELAGIC
32,"MYS    ",MALAYSIA,MALAISIE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,19,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,3,PELAGIC
34,"MUS    ",MAURITIUS,MAURICE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,8,PELAGIC
37,"OMN    ",OMAN,OMAN,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,15,24,LOA,Length overall,1,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2018,IND,Industrial Fishing,Pêcheries industrielles,5,FLL,Longline Fresh,Palangre Frais,Longline,Palangre,0,24,40,LOA,Length overall,20,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,G/L,Gillnet and Longline combination,Filet maillant et Palangre,Gillnet,Filet maillant,1,10,15,LOA,Length overall,755,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,G/L,Gillnet and Longline combination,Filet maillant et Palangre,Gillnet,Filet maillant,1,15,24,LOA,Length overall,527,PELAGIC
37,"OMN    ",OMAN,OMAN,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GIHA,Gillnet and hand line,Filet maillant et Ligne à main,Gillnet,Filet maillant,1,1,10,LOA,Length overall,23726,COASTAL
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,4,20,LOA,Length overall,7,COASTAL
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,101,NULL,GRT,Gross Registered Tonnage,377,"ALL    "
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,0,2,GRT,Gross Registered Tonnage,3168,"ALL    "
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,3,20,GRT,Gross Registered Tonnage,226,"ALL    "
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,21,50,GRT,Gross Registered Tonnage,271,"ALL    "
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,51,100,GRT,Gross Registered Tonnage,297,"ALL    "
32,"MYS    ",MALAYSIA,MALAISIE,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,1,10,GRT,Gross Registered Tonnage,9000,COASTAL
37,"OMN    ",OMAN,OMAN,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,10,24,LOA,Length overall,688,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,0,10,LOA,Length overall,1603,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,4,GILL,Gillnet,Filet maillant,Gillnet,Filet maillant,0,10,15,LOA,Length overall,471,COASTAL
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,4,20,LOA,Length overall,14,COASTAL
33,"MDV    ",MALDIVES,MALDIVES,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,4,6,LOA,Length overall,5,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,0,10,LOA,Length overall,274,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,10,15,LOA,Length overall,177,COASTAL
50,"GBRT   ",UK.TERRITORIES,RU.TERRITOIRES,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,6,10,LOA,Length overall,43,PELAGIC
50,"GBRT   ",UK.TERRITORIES,RU.TERRITOIRES,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HAND,Hand line,Ligne à main,Line,Lignes,0,10,25,LOA,Length overall,4,PELAGIC
14,"EUMYT  ",EU.FRANCE.MAYOTTE,UE.FRANCE.MAYOTTE,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HATR,Hand line and Troll line,Ligne à main et Ligne de traîne,Line,Lignes,1,0,15,LOA,Length overall,112,COASTAL
14,"EUMYT  ",EU.FRANCE.MAYOTTE,UE.FRANCE.MAYOTTE,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HATR,Hand line and Troll line,Ligne à main et Ligne de traîne,Line,Lignes,1,0,15,LOA,Length overall,112,PELAGIC
15,"EUREU  ",EU.FRANCE.REUNION,UE.FRANCE.RÉUNION,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,HATR,Hand line and Troll line,Ligne à main et Ligne de traîne,Line,Lignes,1,5,14,LOA,Length overall,131,PELAGIC
5,"CHN    ",CHINA,CHINE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,18,PELAGIC
5,"CHN    ",CHINA,CHINE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,61,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,33,PELAGIC
6,"TWN    ","TAIWAN,CHINA","TAIWAN,CHINE",2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,100,PELAGIC
26,"JPN    ",JAPAN,JAPON,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,46,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,2,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,9,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,24,40,LOA,Length overall,18,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LL,Longline,Palangre dérivante au-dessus de 1800 hameçons,Longline,Palangre,0,40,60,LOA,Length overall,36,PELAGIC
15,"EUREU  ",EU.FRANCE.REUNION,UE.FRANCE.RÉUNION,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,0,15,LOA,Length overall,21,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,101,NULL,GRT,Gross Registered Tonnage,14,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,0,2,GRT,Gross Registered Tonnage,324,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,21,50,GRT,Gross Registered Tonnage,165,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,10,15,LOA,Length overall,2,PELAGIC
33,"MDV    ",MALDIVES,MALDIVES,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,15,24,LOA,Length overall,28,PELAGIC
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,0,10,LOA,Length overall,378,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,10,15,LOA,Length overall,1116,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,LLCO,Coastal longline,Petite palangre,Line,Lignes,0,15,24,LOA,Length overall,459,COASTAL
22,"IND    ",INDIA,INDE,2018,IND,Industrial Fishing,Pêcheries industrielles,5,LLEX,Exploratory longline,Palangre de prospection,Longline,Palangre,0,24,40,LOA,Length overall,4,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,3,PELAGIC
1,"AUS    ",AUSTRALIA,AUSTRALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,4,PELAGIC
13,"EUFRA  ",EU.FRANCE,UE.FRANCE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,4,PELAGIC
13,"EUFRA  ",EU.FRANCE,UE.FRANCE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,8,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,7,PELAGIC
19,"EUESP  ",EU.SPAIN,UE.ESPAGNE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,100,120,LOA,Length overall,7,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,64,PELAGIC
23,"IDN    ",INDONESIA,INDONÉSIE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,1,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,3,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,3,PELAGIC
24,"IRN    ",IRAN ISLAMIC REP.,IRAN RÉP. ISLAMIQUE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,1,PELAGIC
26,"JPN    ",JAPAN,JAPON,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,3,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,2,PELAGIC
34,"MUS    ",MAURITIUS,MAURICE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,2,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,3,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,80,100,LOA,Length overall,9,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,100,120,LOA,Length overall,1,PELAGIC
60,"EUITA  ",EU.ITALY,EU.ITALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,1,NULL
60,"EUITA  ",EU.ITALY,EU.ITALIE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,PS,Purse seine,Senne tournante aux thons,Purse Seine,Senne tournante,0,60,80,LOA,Length overall,1,PELAGIC
32,"MYS    ",MALAYSIA,MALAISIE,2018,ART,Artisanal Fishing,Pêcheries artisanales,1,PSS,Small purse seine,Senneur côtier,Purse Seine,Senne tournante,0,10,70,GRT,Gross Registered Tonnage,330,COASTAL
49,"THA    ",THAILAND,THAÏLANDE,2018,ART,Artisanal Fishing,Pêcheries artisanales,1,PSS,Small purse seine,Senneur côtier,Purse Seine,Senne tournante,0,14,25,LOA,Length overall,238,"ALL    "
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,1,RIN,Ring net,Lampara,Purse Seine,Senne tournante,0,0,10,LOA,Length overall,685,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2018,ART,Artisanal Fishing,Pêcheries artisanales,1,RIN,Ring net,Lampara,Purse Seine,Senne tournante,0,10,15,LOA,Length overall,472,COASTAL
46,"LKA    ",SRI LANKA,SRI LANKA,2018,IND,Industrial Fishing,Pêcheries industrielles,1,RNOF,Ring net (offshore),Lampara (hauturière),Purse Seine,Senne tournante,0,10,15,LOA,Length overall,191,PELAGIC
44,"ZAF    ",SOUTH AFRICA,AFRIQUE DU SUD,2018,ART,Artisanal Fishing,Pêcheries artisanales,6,SPOR,Sport fishing,Pêche sportive,Line,Lignes,0,15,24,LOA,Length overall,4,PELAGIC
13,"EUFRA  ",EU.FRANCE,UE.FRANCE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,2,PELAGIC
26,"JPN    ",JAPAN,JAPON,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,100,120,LOA,Length overall,1,PELAGIC
29,"KOR    ",KOREA REP.,CORÉE RÉP.,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,1,PELAGIC
34,"MUS    ",MAURITIUS,MAURICE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,1,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,3,PELAGIC
43,"SYC    ",SEYCHELLES,SEYCHELLES,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,2,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,24,40,LOA,Length overall,3,PELAGIC
58,"NEIPS  ",NEI.OTHER,NCA.AUTRE,2018,IND,Industrial Fishing,Pêcheries industrielles,1,SUPP,Supply vessel,Bateau auxiliaire,Purse Seine,Senne tournante,0,40,60,LOA,Length overall,3,PELAGIC
